2023-06-29T12:29:07.417 ERROR auth TokenAuthentication Protected  Invalid Token ResponseTime:93.6µs
2023-06-29T12:29:13.182 INFO handler /api/v1/login  Login Login Succesfully. ResponseTime:115.6694ms
2023-06-29T12:29:29.367 INFO book /api/v1/books dnynaesh@gmail.com Getbooks started ResponseTime:0s
2023-06-29T12:29:29.490 INFO book /api/v1/books dnynaesh@gmail.com Getbooks ended ResponseTime:122.815ms
2023-06-29T12:29:30.869 INFO book /api/v1/books dnynaesh@gmail.com Getbooks started ResponseTime:0s
2023-06-29T12:29:30.882 INFO book /api/v1/books dnynaesh@gmail.com Getbooks ended ResponseTime:12.9401ms
2023-06-29T12:29:31.872 INFO book /api/v1/books dnynaesh@gmail.com Getbooks started ResponseTime:0s
2023-06-29T12:29:31.882 INFO book /api/v1/books dnynaesh@gmail.com Getbooks ended ResponseTime:9.6414ms
2023-06-29T12:29:32.915 INFO book /api/v1/books dnynaesh@gmail.com Getbooks started ResponseTime:0s
2023-06-29T12:29:32.928 INFO book /api/v1/books dnynaesh@gmail.com Getbooks ended ResponseTime:12.31ms
2023-06-29T12:29:33.865 INFO book /api/v1/books dnynaesh@gmail.com Getbooks started ResponseTime:0s
2023-06-29T12:29:33.879 INFO book /api/v1/books dnynaesh@gmail.com Getbooks ended ResponseTime:13.2011ms
2023-06-29T12:29:34.713 INFO book /api/v1/books dnynaesh@gmail.com Getbooks started ResponseTime:0s
2023-06-29T12:29:34.723 INFO book /api/v1/books dnynaesh@gmail.com Getbooks ended ResponseTime:10.239ms
